entityLabel	propLabel	valueLabel	entity	prop	value
Planck constant	defining formula	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi>h</mi><mo stretchy="false">=</mo><mrow data-mjx-texclass="ORD"><mfrac><mrow data-mjx-texclass="ORD"><mrow data-mjx-texclass="ORD"><mn>3</mn><mo stretchy="false">&#x00D7;</mo><mn>7</mn><mo stretchy="false">&#x00D7;</mo><mn>6</mn><mspace width="0.167em"></mspace><mn>3</mn><mn>1</mn><mn>0</mn><mspace width="0.167em"></mspace><mn>5</mn><mn>4</mn><mn>3</mn></mrow></mrow><mrow data-mjx-texclass="ORD"><mrow data-mjx-texclass="ORD"><msup><mn>2</mn><mrow data-mjx-texclass="ORD"><mrow data-mjx-texclass="ORD"><mn>4</mn><mn>2</mn></mrow></mrow></msup><mo stretchy="false">&#x00D7;</mo><msup><mn>5</mn><mrow data-mjx-texclass="ORD"><mrow data-mjx-texclass="ORD"><mn>4</mn><mn>1</mn></mrow></mrow></msup></mrow></mrow></mfrac></mrow><mspace width="0.167em"></mspace><mrow data-mjx-texclass="ORD"><mi mathvariant="normal">J</mi></mrow><mo stretchy="false">&#x22C5;</mo><mrow data-mjx-texclass="ORD"><mi mathvariant="normal">s</mi></mrow></mstyle></mrow></math>	Q122894	P2534	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi>h</mi><mo stretchy="false">=</mo><mrow data-mjx-texclass="ORD"><mfrac><mrow data-mjx-texclass="ORD"><mrow data-mjx-texclass="ORD"><mn>3</mn><mo stretchy="false">&#x00D7;</mo><mn>7</mn><mo stretchy="false">&#x00D7;</mo><mn>6</mn><mspace width="0.167em"></mspace><mn>3</mn><mn>1</mn><mn>0</mn><mspace width="0.167em"></mspace><mn>5</mn><mn>4</mn><mn>3</mn></mrow></mrow><mrow data-mjx-texclass="ORD"><mrow data-mjx-texclass="ORD"><msup><mn>2</mn><mrow data-mjx-texclass="ORD"><mrow data-mjx-texclass="ORD"><mn>4</mn><mn>2</mn></mrow></mrow></msup><mo stretchy="false">&#x00D7;</mo><msup><mn>5</mn><mrow data-mjx-texclass="ORD"><mrow data-mjx-texclass="ORD"><mn>4</mn><mn>1</mn></mrow></mrow></msup></mrow></mrow></mfrac></mrow><mspace width="0.167em"></mspace><mrow data-mjx-texclass="ORD"><mi mathvariant="normal">J</mi></mrow><mo stretchy="false">&#x22C5;</mo><mrow data-mjx-texclass="ORD"><mi mathvariant="normal">s</mi></mrow></mstyle></mrow></math>
Planck constant	Great Russian Encyclopedia Online ID (2017)	3143496	Q122894	P2924	3143496
Planck constant	Encyclopædia Universalis ID	planck-quantum-d-action	Q122894	P3219	planck-quantum-d-action
Planck constant	Quora topic ID	Planck-Constant	Q122894	P3417	Planck-Constant
quantum entanglement	video	http://commons.wikimedia.org/wiki/Special:FilePath/Entanglement%20vs%20classical%20correlation%20abstract%20picture.gif	Q215675	P10	http://commons.wikimedia.org/wiki/Special:FilePath/Entanglement%20vs%20classical%20correlation%20abstract%20picture.gif
quantum entanglement	video	http://commons.wikimedia.org/wiki/Special:FilePath/Quantum%20entanglement%20vs%20classical%20correlation%20video%20short.gif	Q215675	P10	http://commons.wikimedia.org/wiki/Special:FilePath/Quantum%20entanglement%20vs%20classical%20correlation%20video%20short.gif
quantum entanglement	image	http://commons.wikimedia.org/wiki/Special:FilePath/Quantum%20Entangled%20Photon%20Generator%20-%20DEF%20CON%2017%20-%20Aug.%202009.jpg	Q215675	P18	http://commons.wikimedia.org/wiki/Special:FilePath/Quantum%20Entangled%20Photon%20Generator%20-%20DEF%20CON%2017%20-%20Aug.%202009.jpg
Planck constant	JSTOR topic ID (archived)	planck-constant	Q122894	P3827	planck-constant
Planck constant	ISQ dimension	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><msup><mrow data-mjx-texclass="ORD"><mi>𝖫</mi></mrow><mrow data-mjx-texclass="ORD"><mn>2</mn></mrow></msup><mrow data-mjx-texclass="ORD"><mi>𝖬</mi></mrow><msup><mrow data-mjx-texclass="ORD"><mi>𝖳</mi></mrow><mrow data-mjx-texclass="ORD"><mrow data-mjx-texclass="ORD"><mo stretchy="false">&#x2212;</mo><mn>1</mn></mrow></mrow></msup></mstyle></mrow></math>	Q122894	P4020	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><msup><mrow data-mjx-texclass="ORD"><mi>𝖫</mi></mrow><mrow data-mjx-texclass="ORD"><mn>2</mn></mrow></msup><mrow data-mjx-texclass="ORD"><mi>𝖬</mi></mrow><msup><mrow data-mjx-texclass="ORD"><mi>𝖳</mi></mrow><mrow data-mjx-texclass="ORD"><mrow data-mjx-texclass="ORD"><mo stretchy="false">&#x2212;</mo><mn>1</mn></mrow></mrow></msup></mstyle></mrow></math>
Planck constant	nLab ID	Planck's constant	Q122894	P4215	Planck's constant
Planck constant	Great Norwegian Encyclopedia ID	Plancks_konstant	Q122894	P4342	Plancks_konstant
Planck constant	IUPAC Gold Book ID	P04685	Q122894	P4732	P04685
Planck constant	Elhuyar ZTH ID	057548	Q122894	P4746	057548
Planck constant	Wolfram Language entity code	Entity["PhysicalConstant", "PlanckConstant"]	Q122894	P4839	Entity["PhysicalConstant", "PlanckConstant"]
Planck constant	World of Physics ID	PlancksConstant	Q122894	P5064	PlancksConstant
Planck constant	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Photo-electric%20effect%20electron%20liberization.svg	Q122894	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Photo-electric%20effect%20electron%20liberization.svg
Planck constant	maintained by WikiProject	WikiProject Mathematics	Q122894	P6104	http://www.wikidata.org/entity/Q8487137
Planck constant	Microsoft Academic ID (discontinued)	197111296	Q122894	P6366	197111296
Planck constant	Krugosvet article (archived)	nauka_i_tehnika/fizika/PLANKA_POSTOYANNAYA.html	Q122894	P6385	nauka_i_tehnika/fizika/PLANKA_POSTOYANNAYA.html
Planck constant	ProofWiki ID	Definition:Planck's_Constant	Q122894	P6781	Definition:Planck's_Constant
Planck constant	NicoNicoPedia ID	プランク定数	Q122894	P6900	プランク定数
Planck constant	Wolfram Language unit code	"PlanckConstant"	Q122894	P7007	"PlanckConstant"
Planck constant	in defining formula	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi>h</mi></mstyle></mrow></math>	Q122894	P7235	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi>h</mi></mstyle></mrow></math>
Planck constant	in defining formula	<math xmlns="http://www.w3.org/1998/Math/MathML" class="mwe-math-element mwe-math-element-inline"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi>c</mi></mstyle></mrow></math>	Q122894	P7235	<math xmlns="http://www.w3.org/1998/Math/MathML" class="mwe-math-element mwe-math-element-inline"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi>c</mi></mstyle></mrow></math>
Planck constant	in defining formula	<math xmlns="http://www.w3.org/1998/Math/MathML" class="mwe-math-element mwe-math-element-inline"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi>E</mi></mstyle></mrow></math>	Q122894	P7235	<math xmlns="http://www.w3.org/1998/Math/MathML" class="mwe-math-element mwe-math-element-inline"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi>E</mi></mstyle></mrow></math>
Planck constant	in defining formula	<math xmlns="http://www.w3.org/1998/Math/MathML" class="mwe-math-element mwe-math-element-inline"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi>ν</mi></mstyle></mrow></math>	Q122894	P7235	<math xmlns="http://www.w3.org/1998/Math/MathML" class="mwe-math-element mwe-math-element-inline"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi>ν</mi></mstyle></mrow></math>
Planck constant	in defining formula	<math xmlns="http://www.w3.org/1998/Math/MathML" class="mwe-math-element mwe-math-element-inline"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi>λ</mi></mstyle></mrow></math>	Q122894	P7235	<math xmlns="http://www.w3.org/1998/Math/MathML" class="mwe-math-element mwe-math-element-inline"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi>λ</mi></mstyle></mrow></math>
Planck constant	in defining formula	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mrow data-mjx-texclass="ORD"><mi mathvariant="normal">J</mi></mrow><mo stretchy="false">&#x22C5;</mo><mrow data-mjx-texclass="ORD"><mi mathvariant="normal">s</mi></mrow></mstyle></mrow></math>	Q122894	P7235	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mrow data-mjx-texclass="ORD"><mi mathvariant="normal">J</mi></mrow><mo stretchy="false">&#x22C5;</mo><mrow data-mjx-texclass="ORD"><mi mathvariant="normal">s</mi></mrow></mstyle></mrow></math>
Planck constant	RationalWiki ID	Planck's_constant	Q122894	P7775	Planck's_constant
Planck constant	UCUM code	[h]	Q122894	P7825	[h]
Planck constant	quantity symbol (LaTeX)	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi>h</mi></mstyle></mrow></math>	Q122894	P7973	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi>h</mi></mstyle></mrow></math>
Planck constant	Lex ID	Plancks_konstant	Q122894	P8313	Plancks_konstant
Planck constant	IEV number	113-05-07	Q122894	P8855	113-05-07
Planck constant	IEV number	845-21-108	Q122894	P8855	845-21-108
Planck constant	IEV number	881-04-14	Q122894	P8855	881-04-14
Planck constant	Namuwiki ID	플랑크 상수	Q122894	P8885	플랑크 상수
Planck constant	OpenAlex ID	C197111296	Q122894	P10283	C197111296
Planck constant	ScienceDirect topic ID	earth-and-planetary-sciences/planck-constant	Q122894	P10376	earth-and-planetary-sciences/planck-constant
Planck constant	ScienceDirect topic ID	engineering/plancks-constant	Q122894	P10376	engineering/plancks-constant
Planck constant	ScienceDirect topic ID	mathematics/planck-constant	Q122894	P10376	mathematics/planck-constant
Planck constant	Encyclopedia of China (Third Edition) ID	215487	Q122894	P10565	215487
Planck constant	Great Russian Encyclopedia portal ID	postoiannaia-planka-6680d7	Q122894	P11514	postoiannaia-planka-6680d7
Planck constant	Gran Enciclopèdia Catalana ID	constant-de-planck	Q122894	P12385	constant-de-planck
Planck constant	Vikidia article ID	fr:Constante_de_Planck	Q122894	P12800	fr:Constante_de_Planck
Planck constant	Arab Encyclopedia concept ID	5389	Q122894	P13750	5389
Schrödinger equation	Bibliothèque nationale de France ID	119702345	Q165498	P268	119702345
Schrödinger equation	subclass of	partial differential equation	Q165498	P279	http://www.wikidata.org/entity/Q271977
Schrödinger equation	Commons category	Schrödinger equation	Q165498	P373	Schrödinger equation
Schrödinger equation	BNCF Thesaurus ID	32491	Q165498	P508	32491
Schrödinger equation	Freebase ID	/m/0g97h	Q165498	P646	/m/0g97h
Schrödinger equation	NL CR AUT ID	ph195849	Q165498	P691	ph195849
Schrödinger equation	topic's main category	Category:Schrödinger equation	Q165498	P910	http://www.wikidata.org/entity/Q7481091
Schrödinger equation	Dewey Decimal Classification	530.124	Q165498	P1036	530.124
Schrödinger equation	Dewey Decimal Classification	515.353	Q165498	P1036	515.353
Schrödinger equation	PSH ID	7609	Q165498	P1051	7609
Schrödinger equation	described by source	Armenian Soviet Encyclopedia, vol. 8	Q165498	P1343	http://www.wikidata.org/entity/Q124737635
Schrödinger equation	Encyclopædia Britannica Online ID	science/Schrodinger-equation	Q165498	P1417	science/Schrodinger-equation
Schrödinger equation	Stack Exchange tag	https://physics.stackexchange.com/tags/schroedinger-equation	Q165498	P1482	https://physics.stackexchange.com/tags/schroedinger-equation
Schrödinger equation	defining formula	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mrow data-mjx-texclass="ORD"><mi mathvariant="normal">i</mi></mrow><mi alternate="1">&#x210F;</mi><mrow data-mjx-texclass="ORD"><mfrac><mrow data-mjx-texclass="ORD"><mi>d</mi></mrow><mrow data-mjx-texclass="ORD"><mrow data-mjx-texclass="ORD"><mi>d</mi><mi>t</mi></mrow></mrow></mfrac></mrow><mo stretchy="false">|</mo><mi mathvariant="normal">&#x03A8;</mi><mo stretchy="false">(</mo><mi>t</mi><mo stretchy="false">)</mo><mo stretchy="false">&#x27E9;</mo><mo stretchy="false">=</mo><mrow data-mjx-texclass="ORD"><mrow data-mjx-texclass="ORD"><mover><mi>H</mi><mo>^</mo></mover></mrow></mrow><mo stretchy="false">|</mo><mi mathvariant="normal">&#x03A8;</mi><mo stretchy="false">(</mo><mi>t</mi><mo stretchy="false">)</mo><mo stretchy="false">&#x27E9;</mo></mstyle></mrow></math>	Q165498	P2534	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mrow data-mjx-texclass="ORD"><mi mathvariant="normal">i</mi></mrow><mi alternate="1">&#x210F;</mi><mrow data-mjx-texclass="ORD"><mfrac><mrow data-mjx-texclass="ORD"><mi>d</mi></mrow><mrow data-mjx-texclass="ORD"><mrow data-mjx-texclass="ORD"><mi>d</mi><mi>t</mi></mrow></mrow></mfrac></mrow><mo stretchy="false">|</mo><mi mathvariant="normal">&#x03A8;</mi><mo stretchy="false">(</mo><mi>t</mi><mo stretchy="false">)</mo><mo stretchy="false">&#x27E9;</mo><mo stretchy="false">=</mo><mrow data-mjx-texclass="ORD"><mrow data-mjx-texclass="ORD"><mover><mi>H</mi><mo>^</mo></mover></mrow></mrow><mo stretchy="false">|</mo><mi mathvariant="normal">&#x03A8;</mi><mo stretchy="false">(</mo><mi>t</mi><mo stretchy="false">)</mo><mo stretchy="false">&#x27E9;</mo></mstyle></mrow></math>
Schrödinger equation	MathWorld ID	SchroedingerEquation	Q165498	P2812	SchroedingerEquation
Schrödinger equation	Great Russian Encyclopedia Online ID (2017)	4921452	Q165498	P2924	4921452
Schrödinger equation	Quora topic ID	Schrödinger-Equation	Q165498	P3417	Schrödinger-Equation
Schrödinger equation	Zhihu topic ID	20014387	Q165498	P3553	20014387
Schrödinger equation	nLab ID	Schrödinger equation	Q165498	P4215	Schrödinger equation
Schrödinger equation	Great Norwegian Encyclopedia ID	schrödingerligningen	Q165498	P4342	schrödingerligningen
Schrödinger equation	Elhuyar ZTH ID	030510	Q165498	P4746	030510
Schrödinger equation	Wolfram Language entity code	Entity["Concept", "SchrodingerEquation::6hq22"]	Q165498	P4839	Entity["Concept", "SchrodingerEquation::6hq22"]
Schrödinger equation	on focus list of Wikimedia project	Wikipedia:Vital articles/Level/4	Q165498	P5008	http://www.wikidata.org/entity/Q6173448
Schrödinger equation	World of Physics ID	SchroedingerEquation	Q165498	P5064	SchroedingerEquation
Schrödinger equation	Larousse ID	divers/équation_de_Schrödinger/90566	Q165498	P6058	divers/équation_de_Schrödinger/90566
Schrödinger equation	maintained by WikiProject	WikiProject Mathematics	Q165498	P6104	http://www.wikidata.org/entity/Q8487137
Schrödinger equation	Microsoft Academic ID (discontinued)	63036615	Q165498	P6366	63036615
Schrödinger equation	Brilliant Wiki ID	schrodinger-equation	Q165498	P6564	schrodinger-equation
Schrödinger equation	ProofWiki ID	Definition:Schrödinger's_Equation	Q165498	P6781	Definition:Schrödinger's_Equation
Schrödinger equation	in defining formula	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi>t</mi></mstyle></mrow></math>	Q165498	P7235	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi>t</mi></mstyle></mrow></math>
Schrödinger equation	in defining formula	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mrow data-mjx-texclass="ORD"><mrow data-mjx-texclass="ORD"><mover><mi>H</mi><mo>^</mo></mover></mrow></mrow></mstyle></mrow></math>	Q165498	P7235	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mrow data-mjx-texclass="ORD"><mrow data-mjx-texclass="ORD"><mover><mi>H</mi><mo>^</mo></mover></mrow></mrow></mstyle></mrow></math>
Schrödinger equation	in defining formula	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi alternate="1">&#x210F;</mi></mstyle></mrow></math>	Q165498	P7235	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi alternate="1">&#x210F;</mi></mstyle></mrow></math>
Schrödinger equation	in defining formula	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mrow data-mjx-texclass="ORD"><mi mathvariant="normal">i</mi></mrow></mstyle></mrow></math>	Q165498	P7235	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mrow data-mjx-texclass="ORD"><mi mathvariant="normal">i</mi></mrow></mstyle></mrow></math>
Schrödinger equation	in defining formula	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mo stretchy="false">|</mo><mspace width="0.167em"></mspace><mi>&#x03C8;</mi><mo stretchy="false">(</mo><mi>t</mi><mo stretchy="false">)</mo><mo stretchy="false">&#x27E9;</mo></mstyle></mrow></math>	Q165498	P7235	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mo stretchy="false">|</mo><mspace width="0.167em"></mspace><mi>&#x03C8;</mi><mo stretchy="false">(</mo><mi>t</mi><mo stretchy="false">)</mo><mo stretchy="false">&#x27E9;</mo></mstyle></mrow></math>
Schrödinger equation	Online PWN Encyclopedia ID	3973208	Q165498	P7305	3973208
Schrödinger equation	PlanetMath ID	SchrodingersWaveEquation	Q165498	P7726	SchrodingersWaveEquation
Schrödinger equation	National Library of Israel J9U ID	987007560881205171	Q165498	P8189	987007560881205171
Schrödinger equation	KBpedia ID	SchroedingerEquation	Q165498	P8408	SchroedingerEquation
Schrödinger equation	Treccani's Enciclopedia della Matematica ID	equazione-di-schrodinger	Q165498	P9621	equazione-di-schrodinger
Schrödinger equation	OpenAlex ID	C63036615	Q165498	P10283	C63036615
Schrödinger equation	Yale LUX ID	concept/6573c9bd-cacb-4045-9a4f-c8f390d0535e	Q165498	P13591	concept/6573c9bd-cacb-4045-9a4f-c8f390d0535e
